cue_id,source_family,acquisition_role_hint,source_category,commons_pageid,commons_title,source_page_url,media_url,thumbnail_url,media_type,width,height,creator,license_short,license_url,usage_terms,attribution,credit,description,date_time_original,retrieved_at,acquisition_only_not_ground_truth,short_side,flag_low_resolution,flag_tiny,flag_non_raster,flag_missing_creator,flag_missing_description,flag_missing_source_url,flag_missing_thumbnail,flag_nonstandard_license,flag_archival_or_diagram,technical_pass,n_hard_flags,n_soft_flags,manual_review_priority
commons-0040,shinto,household_display,Category:Kamidana,3277690,File:Kamidana with kagamimochi offering by shig2006 in Hitachinaka.jpg,https://commons.wikimedia.org/wiki/File:Kamidana_with_kagamimochi_offering_by_shig2006_in_Hitachinaka.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Kamidana_with_kagamimochi_offering_by_shig2006_in_Hitachinaka.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/1/1e/Kamidana_with_kagamimochi_offering_by_shig2006_in_Hitachinaka.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,image/jpeg,600,398,"shig2006 from Hitachinaka, Ibaraki",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Creative Commons Attribution 2.0,,Flickr,Kamidana - a household Shinto altar,2007-01-01,2026-09-23T09:57:56.351731+00:00,True,398,True,True,False,False,False,False,False,False,False,False,1,0,10
commons-0055,shinto,votive_object,Category:Ema (Shinto),42558657,File:Ema by Utagawa Kunitsune (Hibita Jinja Isehara).jpg,https://commons.wikimedia.org/wiki/File:Ema_by_Utagawa_Kunitsune_(Hibita_Jinja_Isehara).jpg,https://upload.wikimedia.org/wikipedia/commons/4/4e/Ema_by_Utagawa_Kunitsune_%28Hibita_Jinja_Isehara%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/4/4e/Ema_by_Utagawa_Kunitsune_%28Hibita_Jinja_Isehara%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,image/jpeg,495,699,Utagawa Kunitsune 歌川国経,Public domain,,Public domain,,http://5.pro.tok2.com/~tetsuyosie/kanagawa/iseharasi/HibitaKamikasuya/hibita.html,"Beautiful Women ita-e, ema by Utagawa Kunitsune, Hibita Jinja, Isehara, Kanagawa, Japan",1802,2026-09-23T09:57:56.351731+00:00,True,495,True,True,False,False,False,False,False,False,False,False,1,0,10
commons-0149,buddhist,household_display,Category:Butsudan,1801262,File:Japanese Buddhist altar 001.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Buddhist_altar_001.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b2/Japanese_Buddhist_altar_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/b/b2/Japanese_Buddhist_altar_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,image/jpeg,960,1280,,CC BY 2.1 jp,https://creativecommons.org/licenses/by/2.1/jp/deed.en,Creative Commons Attribution 2.1 jp,,,,,2026-09-23T09:57:56.351731+00:00,True,960,False,False,False,True,True,False,False,False,False,True,0,2,2
commons-0166,buddhist,votive_object,Category:Ema (Buddhism),201566,File:EmaTakahataFudo6120.jpg,https://commons.wikimedia.org/wiki/File:EmaTakahataFudo6120.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8d/EmaTakahataFudo6120.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8d/EmaTakahataFudo6120.jpg/960px-EmaTakahataFudo6120.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/jpeg,1250,874,,Public domain,,Public domain,,,,,2026-09-23T09:57:56.351731+00:00,True,874,False,False,False,True,True,False,False,False,False,True,0,2,2
commons-0167,buddhist,votive_object,Category:Ema (Buddhism),201569,File:EmaHijikataToshizo6122.jpg,https://commons.wikimedia.org/wiki/File:EmaHijikataToshizo6122.jpg,https://upload.wikimedia.org/wikipedia/commons/8/84/EmaHijikataToshizo6122.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/84/EmaHijikataToshizo6122.jpg/960px-EmaHijikataToshizo6122.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/jpeg,1250,774,,Public domain,,Public domain,,,,,2026-09-23T09:57:56.351731+00:00,True,774,False,False,False,True,True,False,False,False,False,True,0,2,2
commons-0113,mixed,purification_installation,Category:Chōzuya,73948,File:Chozubachi.jpg,https://commons.wikimedia.org/wiki/File:Chozubachi.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0f/Chozubachi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0f/Chozubachi.jpg/960px-Chozubachi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/jpeg,1024,768,,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,Creative Commons Attribution-Share Alike 3.0,,,,,2026-09-23T09:57:56.351731+00:00,True,768,False,False,False,True,True,False,False,False,False,True,0,2,2
commons-0035,shinto,boundary_marker,Category:Shimenawa,120930052,File:Amatsujinja03.JPG,https://commons.wikimedia.org/wiki/File:Amatsujinja03.JPG,https://upload.wikimedia.org/wikipedia/commons/d/db/Amatsujinja03.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/db/Amatsujinja03.JPG/960px-Amatsujinja03.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/jpeg,1600,1200,,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Creative Commons Attribution 2.0,,,,,2026-09-23T09:57:56.351731+00:00,True,1200,False,False,False,True,True,False,False,False,False,True,0,2,2
commons-0087,mixed,portable_object,Category:Omamori,65535025,File:Lucky charms on sale in Meiji Jingu shrine.jpg,https://commons.wikimedia.org/wiki/File:Lucky_charms_on_sale_in_Meiji_Jingu_shrine.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8b/Lucky_charms_on_sale_in_Meiji_Jingu_shrine.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/Lucky_charms_on_sale_in_Meiji_Jingu_shrine.jpg/960px-Lucky_charms_on_sale_in_Meiji_Jingu_shrine.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/jpeg,3264,2448,Pocsywe,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"Creative Commons Zero, Public Domain Dedication",,Own work,,14 January 2018 (according to Exif data),2026-09-23T09:57:56.351731+00:00,True,2448,False,False,False,False,True,False,False,False,False,True,0,1,1
commons-0277,secular_control,household_display,Category:Tokonoma,60629103,File:Cha no yu nichinichisō by Mizuno Toshikata 07.jpg,https://commons.wikimedia.org/wiki/File:Cha_no_yu_nichinichis%C5%8D_by_Mizuno_Toshikata_07.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e6/Cha_no_yu_nichinichis%C5%8D_by_Mizuno_Toshikata_07.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/Cha_no_yu_nichinichis%C5%8D_by_Mizuno_Toshikata_07.jpg/960px-Cha_no_yu_nichinichis%C5%8D_by_Mizuno_Toshikata_07.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/jpeg,1726,1144,Toshikata Mizuno,Public domain,,Public domain,,http://free-artworks.gatag.net/tag/%E8%8C%B6%E3%81%AE%E6%B9%AF%E6%97%A5%E3%80%85%E8%8D%89,"Replenish the fire with charcoal, from the series A Tea Ceremony Periwinkle, woodblock print",明治29年出版,2026-09-23T09:57:56.351731+00:00,True,1144,False,False,False,False,False,False,False,False,True,True,0,1,1
commons-0283,secular_control,household_display,Category:Tokonoma,114823235,File:A MEAL. (1910) - illustration - page 063.png,https://commons.wikimedia.org/wiki/File:A_MEAL._(1910)_-_illustration_-_page_063.png,https://upload.wikimedia.org/wikipedia/commons/0/0d/A_MEAL._%281910%29_-_illustration_-_page_063.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0d/A_MEAL._%281910%29_-_illustration_-_page_063.png/960px-A_MEAL._%281910%29_-_illustration_-_page_063.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/png,1183,777,Unknown author Unknown author,Public domain,,Public domain,,https://www.gutenberg.org/ebooks/65870,"Illustration from page 063 of A MEAL. . Image reference: ""18"" Caption: ""A MEAL.""",1910,2026-09-23T09:57:56.351731+00:00,True,777,False,False,False,False,False,False,False,False,True,True,0,1,1
commons-0296,secular_control,street_object,Category:Vending machines in Kyoto,31174095,File:Porn vending machines in Japan 02.jpg,https://commons.wikimedia.org/wiki/File:Porn_vending_machines_in_Japan_02.jpg,https://upload.wikimedia.org/wikipedia/commons/8/81/Porn_vending_machines_in_Japan_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/81/Porn_vending_machines_in_Japan_02.jpg/960px-Porn_vending_machines_in_Japan_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/jpeg,1600,1200,Patrick Yodarus,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Creative Commons Attribution-Share Alike 2.0,,Flickr : IMG_0908,,2001-05-27 19:39:38,2026-09-23T09:57:56.351731+00:00,True,1200,False,False,False,False,True,False,False,False,False,True,0,1,1
commons-0309,secular_control,street_object,Category:Vending machines in Kyoto,150904367,File:At Kyoto 2024 195.jpg,https://commons.wikimedia.org/wiki/File:At_Kyoto_2024_195.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5c/At_Kyoto_2024_195.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/At_Kyoto_2024_195.jpg/960px-At_Kyoto_2024_195.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/jpeg,4032,3024,Photograph by Mike Peel ( www.mikepeel.net ).,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Creative Commons Attribution-Share Alike 4.0,,Own work,,24 June 2024 13:10:40.648+09:00,2026-09-23T09:57:56.351731+00:00,True,3024,False,False,False,False,True,False,False,False,False,True,0,1,1
commons-0009,shinto,threshold,Category:Torii in Japan,53622408,File:- panoramio (3367).jpg,https://commons.wikimedia.org/wiki/File:-_panoramio_(3367).jpg,https://upload.wikimedia.org/wikipedia/commons/7/76/-_panoramio_%283367%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/76/-_panoramio_%283367%29.jpg/960px--_panoramio_%283367%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/jpeg,4000,3000,Sato S,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Creative Commons Attribution-Share Alike 3.0,Sato S,https://web.archive.org/web/20161019201026/http://www.panoramio.com/photo/54725268,,Taken on 5 June 2011,2026-09-23T09:57:56.351731+00:00,True,3000,False,False,False,False,True,False,False,False,False,True,0,1,1
commons-0050,shinto,household_display,Category:Kamidana,114823537,File:A SKYLIGHT AND THE KITCHEN-GOD. (1910) - illustration - page 067.png,https://commons.wikimedia.org/wiki/File:A_SKYLIGHT_AND_THE_KITCHEN-GOD._(1910)_-_illustration_-_page_067.png,https://upload.wikimedia.org/wikipedia/commons/7/76/A_SKYLIGHT_AND_THE_KITCHEN-GOD._%281910%29_-_illustration_-_page_067.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/7/76/A_SKYLIGHT_AND_THE_KITCHEN-GOD._%281910%29_-_illustration_-_page_067.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,image/png,789,1034,Unknown author Unknown author,Public domain,,Public domain,,https://www.gutenberg.org/ebooks/65870,"Illustration from page 067 of A SKYLIGHT AND THE KITCHEN-GOD. . Image reference: ""20"" Caption: ""A SKYLIGHT AND THE KITCHEN-GOD.""",1910,2026-09-23T09:57:56.351731+00:00,True,789,False,False,False,False,False,False,False,False,True,True,0,1,1
